stock_name,industry,cap,market_cap,pe_ratio,pb_ratio,div_yield,book_value,eps,roe
Karnavati Finance,Consumer Finance,Small Cap,23.92,0.0,1.73,0.0,1.3737811,-0.21,-0.5744
BN Holdings,,Small Cap,213.7,0.0,6.74,0.0,32.0156997,-2.33,-3.3225
GVP Infotech,,Small Cap,207.65,182.14,1.24,0.0,10.2650182,0.07,2.0794
SORIL Infra Resources Ltd. - (Amalgamated),Commercial Serv,Small Cap,205.7,33.15,0.77,0.0,84.952381,1.97,2.3169
LA Tim Metal & Industries,Metals & Mining,Small Cap,216.77,37.27,5.32,0.0,3.4343057,0.49,14.4079
Nitco,Building Products,Small Cap,419.15,0.0,0.0,0.0,-57.5959733,-20.9,34.0746
Cenlub Industries,Machinery,Small Cap,246.01,34.8,4.76,0.0,110.7860132,15.16,15.8276
BLB,Capital Markets,Small Cap,230.92,31.88,2.38,0.0,18.3838176,1.37,6.5336
Hindustan Tin Works,Packaging,Small Cap,207.43,11.51,1.06,0.6,188.8413462,17.33,7.8048
United Polyfab Gujarat,,Small Cap,207.73,26.94,3.03,0.0,32.7544501,3.68,11.338
Brahmaputra Infrastructure,,Small Cap,216.02,14.57,1.33,0.0,56.1268091,5.11,7.877
Facor Alloys,Metals & Mining,Small Cap,175.21,0.0,1.02,0.0,8.8240179,-1.42,-2.4295
Radix Industries India,Personal Products,Small Cap,219.48,106.75,12.44,0.68,11.7592258,1.37,10.4333
Manaksia Aluminium Company,Metals & Mining,Small Cap,228.06,32.83,1.79,0.14,19.3901193,1.06,4.0019
Kaira Can Company,Packaging,Small Cap,202.41,45.94,2.38,0.55,924.7956522,47.89,4.9449
Abans Enterprises,Capital Markets,Small Cap,200.04,16.79,1.1,0.07,130.3826499,8.54,5.8912
Aarvi Encon,Professional Services,Small Cap,202.54,17.23,1.82,1.46,75.2121212,7.95,10.8218
KBC Global,,Small Cap,205.69,0.0,0.22,0.0,9.7620352,-0.22,-2.2299
Aveer Foods,Food Products,Small Cap,203.69,87.63,11.82,0.0,42.7961111,5.77,19.3452
RKEC Projects,Construction,Small Cap,245.3,16.73,1.5,0.0,68.0018424,6.11,8.9917
SPL Industries,Apparel & Luxury,Small Cap,197.35,18.1,1.02,0.0,66.6305862,3.76,7.2175
Goyal Aluminiums,Trading Companies,Small Cap,134.31,52.28,7.2,0.0,1.3074276,0.18,12.422
Remsons Industries,Auto Components,Small Cap,512.53,56.45,11.51,0.17,77.9640981,15.9,18.1495
Shah Metacorp,Metals & Mining,Small Cap,147.52,0.0,3.1,0.0,1.1371151,-0.08,-4.2636
Coromandel Engineering Company,Construction,Small Cap,199.28,0.0,42.4,0.0,1.4144448,-1.42,-149.1836
Brady & Morris Engineering Co,Machinery,Small Cap,195.81,26.44,10.51,0.0,82.8226667,32.91,34.1039
BSL,Textiles,Small Cap,196.63,15.75,1.84,0.78,103.7711083,12.13,14.3434
Maha Rashtra Apex Corporation,Consumer Finance,Small Cap,209.07,0.0,1.78,0.0,82.8204041,-61.23,1.5751
Atlantaa,Construction,Small Cap,186.64,0.67,0.0,0.0,-6.4346503,34.11,56.9059
Emmbi Industries,Packaging,Small Cap,198.3,27.68,1.22,0.27,92.209723,4.05,3.582
Global Vectra Helicorp,Energy,Small Cap,177.66,34.67,11.84,0.0,10.7223571,3.66,-25.3289
Bharat Gears,Auto Components,Small Cap,185.95,0.0,1.58,0.0,76.7988359,-4.66,0.7971
Shree Ajit Pulp & Paper,Paper & Wood Prods,Small Cap,191.32,32.87,0.81,0.28,263.3990398,6.52,9.5068
Byke Hospitality,Hotels & Leisure,Small Cap,266.85,48.22,1.65,0.0,40.3754819,1.38,3.3838
Duroply Industries,Paper & Wood Prods,Small Cap,230.45,51.22,2.33,0.0,116.9509958,5.31,5.4335
S & T Corporation,Food Products,Small Cap,124.24,0.0,9.55,0.0,4.0885166,-0.12,-3.3171
Nila Spaces,,Small Cap,211.52,24.41,1.86,0.0,2.8891429,0.22,-3.9956
Niraj Cement Structurals,Construction,Small Cap,213.75,42.93,1.22,0.0,43.5141563,1.24,5.9217
Xelpmoc Design & Tech,IT Services,Small Cap,180.22,0.0,2.63,0.0,46.894104,-7.36,-23.4154
Parshva Enterprises,Distributors,Small Cap,190.95,703.7,17.99,0.0,10.5589194,0.27,2.3277
Parvati Sweetners & Power,,Small Cap,199.7,111.58,1.99,0.0,6.7266623,0.12,4.719
Archidply Industries,Paper & Wood Prods,Small Cap,187.43,20.33,1.72,0.0,54.9102441,4.64,9.2339
MPS Infotecnics,Software,Small Cap,279.31,0.0,0.64,0.0,1.1476631,-0.01,-0.8788
Smruthi Organics,Pharmaceuticals,Small Cap,192.87,69.92,2.75,1.19,61.3684347,2.41,7.4633
Shiva Texyarn,Textiles,Small Cap,226.13,0.0,1.8,0.0,96.7057691,-7.68,-9.4958
MITCON Consultancy & Engineering Services,,Small Cap,188.21,40.29,1.78,0.0,78.9701151,3.48,3.895
Shri Gang Industries & Allied Products,Beverages,Small Cap,186.83,8.46,0.0,0.0,-18.6873397,12.32,-63.2763
Dangee Dums,Food Products,Small Cap,188.62,0.0,11.0,0.0,1.1132197,-0.04,-2.8184
GEE,Machinery,Small Cap,369.69,38.34,2.93,0.0,48.5019751,3.71,4.4341
Kohinoor Foods,Food Products,Small Cap,155.7,0.0,0.0,0.0,-183.6855317,-1.74,3.8134
JK Agri Genetics,Food Products,Small Cap,186.92,0.0,1.5,0.0,269.5670917,-21.02,-10.2445
Mukta Arts,Entertainment,Small Cap,191.97,0.0,0.0,0.0,-9.2785541,-2.89,46.5085
Oil Country Tubular,Energy,Small Cap,184.56,0.0,0.0,0.0,-8.825333,-14.35,-24.9264
Touchwood Entertainment,Media,Small Cap,186.28,65.92,5.68,0.19,29.5691008,2.55,7.0982
Alstone Textiles (India),,Small Cap,130.03,17.0,0.86,0.0,1.1829935,0.06,11.5886
Total Transport Systems,,Small Cap,189.09,183.2,2.41,0.64,48.6254755,0.64,1.2487
Sanjivani Paranteral,Pharmaceuticals,Small Cap,192.38,32.6,102.83,0.0,1.6012085,5.05,2815.4137
Visa Steel,Metals & Mining,Small Cap,244.2,0.0,0.0,0.0,-69.9975818,-7.2,9.7977
Adhunik Industries,Metals & Mining,Small Cap,213.99,37.2,1.67,0.0,27.4818315,1.23,4.8286
Lambodhara Textiles,Textiles,Small Cap,192.92,54.52,1.91,0.4,97.3052536,3.41,7.4432
KPT Industries,Machinery,Small Cap,183.89,18.09,3.76,0.28,143.8852941,29.89,20.5989
Capital Trust,Consumer Finance,Small Cap,187.83,0.0,2.48,0.0,46.2531603,-27.2,-64.3219
POCL Enterprises,Chemicals,Small Cap,184.59,14.34,3.25,0.6,102.0069469,23.09,17.7556
Vibrant Global Capital,Financial Services,Small Cap,194.39,3.95,1.34,0.0,63.1241024,21.48,31.5256
Suryalata Spinning Mills,Textiles,Small Cap,184.14,14.35,0.8,0.7,536.2083431,30.07,0.0
KIC Metaliks,Metals & Mining,Small Cap,183.98,32.19,1.02,0.0,50.8327135,1.61,6.6557
Radhe Developers (India),,Small Cap,190.86,0.0,3.58,0.0,1.0572838,-0.19,1.2887
Metroglobal,Trading Companies,Small Cap,194.02,12.67,0.55,1.59,283.9715632,12.42,3.9516
GG Engineering,Electrical Equip.,Small Cap,225.15,25.6,1.83,0.0,1.4026009,0.1,10.6905
Kanchi Karpooram,Chemicals,Small Cap,179.34,434.58,0.93,0.24,442.9965922,0.95,2.0991
Denis Chem Lab,Pharmaceuticals,Small Cap,189.83,20.63,2.54,1.46,53.9192607,6.63,10.4619
Ultracab (India),Electrical Equip.,Small Cap,182.64,30.87,5.29,0.0,3.6205303,0.62,16.9758
IFL Enterprises,Distributors,Small Cap,44.52,29.67,1.78,0.0,0.9997926,0.06,0.0
Tyche Industries,Pharmaceuticals,Small Cap,187.32,13.15,1.55,0.0,117.6240976,13.9,12.0485
Atam Valves,Machinery,Small Cap,182.48,28.31,7.12,0.87,24.2901972,6.11,29.1847
SBEC Sugar,Food Products,Small Cap,182.88,0.0,0.0,0.0,-13.4778384,-6.41,59.2065
Gujarat Natural Resources,"Oil, Gas & Fuels",Small Cap,200.07,0.0,1.8,0.0,13.8440084,-0.3,-3.0833
Amba Enterprises,Electrical Equip.,Small Cap,170.41,27.64,5.22,0.0,25.8063991,4.87,17.6343
Magna Electro Castings,Metals & Mining,Small Cap,177.9,12.92,1.77,0.71,237.6723351,32.54,13.9745
Jocil,Chemicals,Small Cap,183.33,57.99,0.87,1.21,236.0279279,3.56,4.0801
Art Nirman,,Small Cap,181.18,136.98,5.18,0.0,14.0141048,0.53,3.2573
Refex Renewables & Infrastructure,Electrical Equip.,Small Cap,187.88,0.0,6.36,0.0,65.8351893,-50.02,-70.7713
Loyal Equipments,Machinery,Small Cap,172.89,25.49,7.15,0.0,23.7163725,6.65,30.5419
Samrat Forgings,,Small Cap,174.93,51.37,5.7,0.0,61.4248,6.81,14.7396
Bal Pharma,Pharmaceuticals,Small Cap,190.36,54.01,3.0,0.82,40.0965454,2.23,5.0674
Zeal Aqua,Food Products,Small Cap,154.68,23.15,2.13,0.0,5.7679747,0.53,8.9394
Future Consumer,Food Products,Small Cap,207.69,0.0,0.0,0.0,-1.377548,-0.85,32.5985
Ahlada Engineers,Building Products,Small Cap,172.62,16.87,1.35,1.05,99.2888321,7.92,6.2641
Deepak Spinners,Textiles,Small Cap,178.58,17.49,0.75,1.01,331.7250807,14.2,8.0842
Thakkers Developers,,Small Cap,177.03,29.89,1.21,0.0,161.9165556,6.58,4.0875
Sumit Woods,,Small Cap,178.32,27.76,2.58,0.0,22.6276341,2.1,10.1517
Smartlink Holdings,Tech Hardware,Small Cap,172.22,1726.5,0.94,0.0,183.4823058,0.1,0.9857
Indsil Hydro Power & Manganese,Metals & Mining,Small Cap,164.91,0.0,1.64,0.0,36.1501497,-4.92,-20.7308
Kakatiya Cement Sugar & Industries,Building Materials,Small Cap,179.84,0.0,0.79,1.3,291.7951094,-3.12,0.1607
Praxis Home Retail,Specialty Retail,Small Cap,316.8,0.0,34.76,0.0,0.7278649,-5.17,-587.5519
Astron Paper & Board Mill,Paper & Wood Prods,Small Cap,144.66,0.0,0.93,0.0,33.4767527,-1.39,-7.3917
BLS Infotech,Consumer Services,Small Cap,185.14,0.0,4.55,0.0,0.9305452,0.0,0.0246
Vishal Bearings,Machinery,Small Cap,179.56,56.99,5.09,0.0,32.714299,2.92,25.1198
South India Paper Mills,Paper & Wood Prods,Small Cap,167.61,0.0,0.74,0.0,120.4146667,-11.2,-13.7072
Shervani Industrial Syndicate,,Small Cap,173.88,3.33,1.07,0.39,604.3314706,193.41,28.925
Tarmat,Construction,Small Cap,172.37,117.2,1.31,0.0,61.788017,0.69,2.6458
Evexia Lifecare,Food Products,Small Cap,170.76,0.0,1.69,0.0,1.5199408,-0.03,-1.14
Alphalogic Techsys,Software,Small Cap,424.93,94.47,11.87,0.0,7.638581,0.96,11.8361
Surana Solar,Semiconductors,Small Cap,159.13,0.0,2.83,0.0,11.4243821,-0.17,-1.6563
SV Global Mill,,Small Cap,171.52,72.4,2.63,0.0,36.0414716,1.31,0.3991
RTS Power Corporation,Electrical Equip.,Small Cap,169.62,33.76,1.16,0.0,160.0062169,5.48,5.4463
Worth Peripherals,Packaging,Small Cap,176.96,13.2,1.18,0.89,94.8195035,8.51,10.2556
Globus Power Generation,Energy,Small Cap,170.29,0.0,0.0,0.0,-0.1914249,-1.17,29.027
Milgrey Finance & Investments,,Small Cap,172.7,0.0,5.41,0.0,14.8265305,-0.08,-0.528
JHS Svendgaard Laboratories,Personal Products,Small Cap,169.13,0.0,1.08,0.0,24.2376638,-2.03,1.4917
India Finsec,Consumer Finance,Small Cap,178.33,14.56,2.77,0.0,25.7971495,4.91,17.7433
Savera Industries,Hotels & Leisure,Small Cap,170.36,15.35,2.33,2.1,61.310394,9.3,13.3924
KIFS Financial Services,Financial Services,Small Cap,177.99,24.92,3.71,0.82,44.3127542,6.6,13.719
Indian Sucrose,Food Products,Small Cap,169.98,7.09,0.94,0.0,103.9821661,13.79,15.8504
Salona Cotspin,Textiles,Small Cap,179.42,21.44,2.32,0.36,146.8895437,15.91,12.3443
Vaishali Pharma,Pharmaceuticals,Small Cap,172.19,29.49,3.89,0.0,41.7843743,5.51,14.4256
Umang Dairies,Food Products,Small Cap,181.88,0.0,4.77,0.0,17.3458406,-2.62,-17.1499
Modern India,Trading Companies,,,,,,,,
Vinny Overseas,Textiles,Small Cap,88.4,21.11,2.96,0.0,1.2839182,0.18,9.6378
Krebs Biochemicals & Industries,Pharmaceuticals,Small Cap,161.14,0.0,0.0,0.0,-50.2613955,-9.66,19.7461
Securekloud Technologies,Software,Small Cap,213.99,0.0,19.5,0.0,3.2849757,-8.13,-387.6696
Kimia Biosciences,Pharmaceuticals,Small Cap,170.42,0.0,441.88,0.0,0.0815159,-2.8,-3831.4752
BCPL Railway Infrastructure,Construction,Small Cap,226.27,29.16,2.59,0.52,52.2738163,4.64,8.9526
Pansari Developers,,Small Cap,166.62,39.63,2.08,0.0,46.0126785,2.41,2.2107
United Nilgiri Tea Estates Company,Food Products,Small Cap,172.46,10.9,0.87,0.78,396.0347287,31.67,7.2679
Caspian Corporate Services,Capital Markets,Small Cap,188.72,52.0,9.06,0.11,4.9337915,0.86,8.4349
Sharda Ispat,,Small Cap,169.16,14.45,3.8,0.0,87.6098425,23.05,20.8671
McDowell Holdings,Capital Markets,Small Cap,96.88,0.0,0.1,0.0,671.4301644,-2.04,-0.1772
Reliance Naval & Engineering,Machinery,Small Cap,167.43,0.0,0.0,0.0,-257.8686827,-22.07,8.5592
DB (International) Stock Brokers,Capital Markets,Small Cap,186.1,23.42,3.05,0.0,17.4442,2.27,10.4295
AMD Industries,Packaging,Small Cap,130.62,20.9,0.83,0.0,82.0633803,3.26,5.4611
Rathi Steel & Power,Metals & Mining,Small Cap,165.13,1.98,0.0,0.0,-21.8414883,26.67,-50.3952
Asian Hotels (West),Hotels & Leisure,Small Cap,164.57,0.0,4.25,0.0,33.20051,-98.81,-166.9817
Anik Industries,Trading Companies,Small Cap,137.92,40.74,0.36,0.0,139.3756396,1.22,0.6196
Arshiya,Air Freight & Logistics,Small Cap,217.37,0.0,79.52,0.0,0.103747,-11.19,-10788.1032
LKP Securities,Capital Markets,Small Cap,161.69,43.45,2.32,0.48,8.8107993,0.47,4.551
Nitiraj Engineers,Tech Hardware,Small Cap,174.01,0.0,2.57,0.0,65.925178,-0.22,-0.34
Polson,Chemicals,Small Cap,163.9,25.83,1.37,0.0,9972.4083333,528.75,3.7448
SMS Lifesciences India,Pharmaceuticals,Small Cap,174.59,35.63,1.05,0.26,552.5826261,16.21,2.1413
Regis Industries,,Small Cap,181.04,0.0,11.67,0.0,9.5723611,-0.68,-6.7285
Suvidhaa Infoserve,,Small Cap,147.5,0.0,2.35,0.0,3.0264288,-0.55,-11.4362
Mangalam Drugs & Organics,Pharmaceuticals,Small Cap,186.38,0.0,1.34,0.0,87.7693779,-10.73,-12.2765
GTV Engineering,,Small Cap,170.19,26.63,5.26,0.0,103.5632135,20.46,15.485
Ganga Forging,Metals & Mining,Small Cap,163.12,86.47,10.07,0.0,1.4598231,0.17,7.173
United Van Der Horst,Machinery,Small Cap,168.66,64.93,4.05,0.0,67.3987065,4.2,5.0564
Bilcare,Life Sciences,Small Cap,160.15,6.71,1.68,0.0,40.5580778,10.14,-12.2112
Samkrg Pistons & Rings,Auto Components,Small Cap,166.55,17.5,0.92,1.47,184.0559063,9.69,4.7588
Triton Valves,Auto Components,Small Cap,314.25,0.0,4.32,0.0,698.9369218,-5.73,-8.3015
Indian Card Clothing Company,Textiles,Small Cap,163.32,23.76,0.66,9.09,413.6674903,11.57,5.2415
PMC Fincorp,Financial Services,Small Cap,163.42,20.4,1.49,0.0,2.0574575,0.15,6.0723
NCL Research and Financial Services,Capital Markets,Small Cap,80.27,37.5,0.72,0.0,1.0449785,0.02,1.3004
Bhagwati Autocast,Metals & Mining,Small Cap,145.76,28.64,3.97,0.4,127.3756944,17.67,17.0787
Motor & General Finance,,Small Cap,155.8,0.0,3.28,0.0,12.282532,-0.59,-3.7568
Cambridge Technology Enterprises,IT Services,Small Cap,194.57,118.0,2.07,0.0,47.869027,0.84,-7.9874
Hindustan Adhesives,Packaging,Small Cap,190.26,13.91,2.8,0.0,132.4804688,26.72,11.8679
Prithvi Exchange (India),Consumer Finance,Small Cap,164.75,16.29,4.43,0.25,45.0997921,12.26,19.3709
DJ Mediaprint & Logistics,Commercial Serv,Small Cap,162.36,44.1,5.62,0.1,26.6787651,3.4,8.2625
SVP Global Textiles,Textiles,Small Cap,113.34,0.0,0.7,0.0,12.8266245,-24.91,-154.4684
Freshtrop Fruits,Consumer Retail,Small Cap,160.3,2.39,1.68,0.0,96.4430997,67.75,22.9071
Bhandari Hosiery Exports,Apparel & Luxury,Small Cap,154.61,23.65,1.68,0.09,5.6252704,0.4,7.1629
Aarnav Fashions,,Small Cap,132.08,0.0,0.76,0.0,41.3460702,-0.48,-1.1457
Sharat Industries,Food Products,Small Cap,133.93,23.14,1.61,0.0,34.8153476,2.42,8.0392
Cravatex,Distributors,Small Cap,141.23,17.31,1.48,0.27,368.8996124,31.63,-13.6091
Sheetal Diamonds,,Small Cap,151.21,450.53,10.56,0.0,6.3966927,0.15,-2.3779
Mauria Udyog,,Small Cap,148.38,12.8,11.21,0.0,0.9941667,0.87,31.5333
Aarey Drugs & Pharmaceuticals,Pharmaceuticals,Small Cap,125.7,29.83,1.06,0.0,46.8484398,1.66,2.7865
Yaari Digital Integrated Services,Commercial Serv,Small Cap,107.27,0.0,0.0,0.0,-21.9600346,-8.54,40.5033
WeP Solutions,IT Services,Small Cap,158.91,25.4,2.75,1.14,15.8872334,1.72,10.5542
T & I Global,Machinery,Small Cap,140.48,11.92,1.69,0.0,163.6136709,23.25,14.5095
DCM,Industrial Conglomerates,Small Cap,156.18,0.0,11.18,0.0,7.4782828,-1.92,-35.5047
Ai Champdany Industries,Textiles,Small Cap,164.56,7.38,3.23,0.0,16.5451308,7.25,19.388
Swastika Investmart,Financial Services,Small Cap,159.83,17.73,2.5,0.37,215.9243243,30.46,11.72
Tirupati Forge,,Small Cap,188.16,27.43,4.84,0.0,3.9698163,0.7,14.9696
Advik Capital,,Small Cap,154.14,25.71,1.81,0.0,1.9865338,0.14,14.0585
Univastu India,,Small Cap,158.02,34.25,3.33,0.0,41.7557151,4.06,12.8131
MRO-TEK Reality,Tech Hardware,Small Cap,160.29,32.88,2.6,0.0,33.0058351,2.61,-7.967
Tamboli Industries,Machinery,Small Cap,156.84,22.14,1.48,0.63,107.1146169,7.14,7.9039
AMJ Land Holdings,,Small Cap,161.62,20.22,0.99,0.51,40.0166098,1.95,4.6868
Lasa Supergenerics,Pharmaceuticals,Small Cap,149.6,0.0,1.32,0.0,22.6180113,-4.28,-4.408
The Western Indian Plywoods,,Small Cap,154.43,35.13,3.71,0.0,49.0581737,5.18,8.4294
Sadbhav Infrastructure Projects,Transport Infra,Small Cap,210.98,0.0,0.0,0.0,-10.2841525,-3.0,-40.3227
Bharat Immunologicals & Biologicals Corporation,Biotechnology,Small Cap,151.04,0.0,0.0,0.0,-7.5352246,-4.18,-22.9513
Sundaram Multi Pap,Paper & Wood Prods,Small Cap,148.32,0.0,1.57,0.0,1.9944991,-0.13,-1.211
Energy Development Company,Electric Utilities,Small Cap,116.52,0.0,1.11,0.0,22.0484842,-0.72,-3.2972
Active Clothing Co,Apparel & Luxury,Small Cap,167.76,42.92,2.51,0.0,43.1158381,2.52,5.5332
India Steel Works,Metals & Mining,Small Cap,149.28,0.0,4.03,0.0,0.9304739,-0.74,-79.7734
Nath Industries,Paper & Wood Prods,Small Cap,146.76,87.77,0.59,0.0,130.0397368,0.88,0.6968
Riddhi Corporate Services,,Small Cap,150.65,22.19,2.78,0.0,45.6282127,5.72,14.3598
Shah Alloys,Metals & Mining,Small Cap,136.7,0.0,4.29,0.0,16.1111111,-14.86,-15.7053
Pioneer Embroideries,Apparel & Luxury,Small Cap,137.04,59.07,1.05,0.0,48.5944371,0.86,1.8378
Tulsyan NEC,Metals & Mining,Small Cap,151.5,8.5,0.38,0.0,268.8452,11.88,3.6448
Duncan Engineering,Auto Components,Small Cap,166.94,23.67,3.36,0.22,134.2310811,19.06,16.4774
Aartech Solonics,Electrical Equip.,Small Cap,154.46,106.46,5.12,0.34,28.4874116,1.37,5.9725
Arvee Laboratories (India),Chemicals,Small Cap,150.59,158.9,5.24,0.0,26.0980944,0.86,5.661
Winsome Textile Industries,Textiles,Small Cap,138.54,7.85,0.52,0.0,133.7386478,8.9,6.2512
Nagpur Power & Industries,Tech Hardware,Small Cap,149.93,0.0,1.81,0.0,63.0812214,-1.12,-3.7005
Accel,Entertainment,Small Cap,148.42,75.82,3.67,1.16,7.0190194,0.34,3.8306
W H Brady & Company,Machinery,Small Cap,144.08,18.23,2.62,0.0,215.9301961,31.0,12.8462
Shukra Pharmaceuticals,Pharmaceuticals,Small Cap,202.29,10.92,4.58,0.1,40.7892607,17.12,20.6694
Himalaya Food International,Food Products,Small Cap,145.96,0.0,1.08,0.0,23.261824,-4.88,-18.0638
Ganga Papers India,,Small Cap,146.26,130.34,5.18,0.0,26.1430955,1.04,4.412
Seya Industries,Chemicals,Small Cap,66.16,0.0,0.08,0.0,312.3372126,-4.96,-2.6215
TIL,Machinery,Small Cap,477.88,7.9,0.0,0.0,-311.1665005,60.3,30.2884
Pharmaids Pharmacuticals,Pharmaceuticals,Small Cap,111.73,0.0,5.41,0.0,9.6168244,-4.47,-42.0552
Sonam,Household Durables,Small Cap,160.83,36.36,3.98,0.0,20.1972422,2.21,7.0764
NTC Industries,Tobacco,Small Cap,145.78,22.31,1.5,0.0,81.4690221,5.47,6.6733
Flomic Global Logistics,,Small Cap,143.62,112.93,3.6,0.0,21.9811585,0.7,1.3682
Sonal Mercantile,,Small Cap,142.86,6.68,0.48,0.0,203.5002994,14.52,6.4463
Hindusthan National Glass & Industries,Packaging,Small Cap,213.14,0.99,0.0,0.0,-94.4781246,24.04,-19.2769
TCI Developers,Real Estate,,,,,,,,
Andhra Cements,Building Materials,Small Cap,1092.24,1.02,3.24,0.0,36.5394728,116.65,15.5943
Hindprakash Industries,Chemicals,Small Cap,163.66,52.51,3.8,0.32,41.3362963,2.99,6.0911
BDH Industries,Pharmaceuticals,Small Cap,175.82,19.95,3.19,1.31,95.8354167,15.3,13.9403
Surya Lakshmi Cotton Mills,Textiles,Small Cap,148.41,57.61,0.56,0.0,139.7149898,1.37,3.1097
Lotus Eye Hospital & Institute,Health Care,Small Cap,145.1,41.04,2.47,0.72,28.2441346,1.7,6.8764
Premco Global,Textiles,Small Cap,133.07,14.56,1.19,3.72,338.7385016,27.66,10.3107
Likhami Consulting,,Small Cap,144.42,2903.0,4.18,0.0,34.7143015,0.05,-0.0243
Lahoti Overseas,Distributors,Small Cap,140.75,9.79,0.75,0.83,63.9667141,4.93,7.9334
Josts Engineering Company,Machinery,Small Cap,331.12,38.19,8.51,0.21,83.3829964,18.59,19.3109
Indowind Energy,Energy,Small Cap,279.82,0.0,1.19,0.0,21.884433,-1.81,-12.4939
Prajay Engineers Syndicate,,Small Cap,160.86,0.0,0.29,0.0,79.5592508,-2.12,-1.641
Credent Global Finance,,Small Cap,142.19,34.8,2.01,0.24,68.6689242,3.97,7.3251
Piccadily Sugar & Allied Industries,Beverages,Small Cap,140.87,0.0,11.06,0.0,5.4796129,-1.32,-26.5203
AKI India,Textiles,Small Cap,242.71,235.83,12.94,0.0,2.1868146,0.12,7.7087
Mercury Labs,,Small Cap,113.94,27.72,2.39,0.37,397.4733333,34.25,7.2971
Patel Integrated Logistics,Air Freight & Logistics,Small Cap,149.13,28.51,1.25,0.44,18.4064989,0.81,4.1221
Raj Oil Mills,Food Products,Small Cap,145.6,86.73,16.97,0.0,2.8620485,0.56,-32.6603
Sanwaria Consumer,Food Products,Small Cap,36.81,0.0,0.0,0.0,-8.5111585,-0.08,1.0279
Vinny Overseas,Textiles,Small Cap,88.4,21.11,2.96,0.0,1.2839182,0.18,9.6378
Damodar Industries,Textiles,Small Cap,132.97,43.23,1.13,0.0,50.2956652,1.32,2.0505
Hindcon Chemicals,Chemicals,Small Cap,305.61,53.3,6.23,0.0,9.5759575,1.12,13.2331
Gayatri Sugars,Food Products,Small Cap,137.52,3.38,0.0,0.0,-21.0817076,6.41,-9.9216
Vedavaag Systems,Software,Small Cap,141.31,19.63,1.18,0.97,52.4187132,3.14,6.4194
Kanani Industries,Apparel & Luxury,Small Cap,103.48,174.33,1.63,0.0,3.2123941,0.03,1.6692
Shradha AI Technologies,Energy,Small Cap,146.46,28.88,3.96,0.29,15.1677259,2.08,6.5142
Banka BioLoo,Commercial Serv,Small Cap,136.56,0.0,3.5,0.0,35.9330543,-0.37,-0.0387
Rexnord Electronics & Controls,Machinery,Small Cap,140.17,26.61,2.1,0.0,59.9192652,4.72,10.9659
Avro India,Household Durables,Small Cap,136.28,33.78,6.59,0.0,20.5101414,4.0,15.2286
Lactose India,Pharmaceuticals,Small Cap,141.12,26.75,3.33,0.0,33.6195885,4.19,6.6093
HB Estate Developers,Hotels & Leisure,Small Cap,134.86,0.0,0.94,0.0,73.4261234,-6.19,-7.9803
Landmark Property Development Company,,Small Cap,141.12,0.0,2.53,0.0,4.1501569,-0.45,-10.886
Lakshmi Automatic Loom Works,,Small Cap,133.53,56.59,6.46,0.5,308.964486,35.28,10.9457
APM Industries,Textiles,Small Cap,148.73,25.3,0.88,2.32,78.0479674,2.72,5.5315
Transcorp International,Consumer Finance,Small Cap,136.38,52.85,2.36,0.47,18.1324771,0.81,1.3617
Sumuka Agro Industries,,Small Cap,134.11,31.82,11.48,0.0,16.4316739,5.93,35.9667
Simbhaoli Sugars,Food Products,Small Cap,136.14,0.0,0.0,0.0,-41.1147551,-6.0,14.8802
Future Supply Chain Solutions,Air Freight & Logistics,Small Cap,38.13,0.0,0.0,0.0,-31.9746804,-156.17,18.3976
Alka India,Textiles,Small Cap,135.0,0.0,49.93,0.0,0.054078,-0.05,-0.2329
Garnet International,Apparel & Luxury,Small Cap,116.89,0.0,3.98,0.0,14.9756557,-0.18,-6.2296
Tainwala Chemicals & Plastics (India),Chemicals,Small Cap,135.72,55.77,1.23,0.0,117.8282051,2.6,5.1428
Global Offshore Services,Energy,Small Cap,132.43,0.25,3.4,0.0,15.75556,214.52,-269.5328
Pacific Industries,Building Materials,Small Cap,136.92,15.56,0.32,0.0,617.1494998,12.77,1.5402
Colab Cloud Platforms,Capital Markets,Small Cap,138.57,78.53,6.72,0.0,20.2077451,1.73,6.3232
Bhagyanagar Properties,Real Estate,,,,,,,,
Sal Automotive,,Small Cap,131.72,19.04,3.54,0.73,155.3885432,28.86,18.3038
Phoenix Township,Hotels & Leisure,Small Cap,135.17,235.76,7.98,0.0,12.1140196,0.41,1.1662
Elnet Technologies,,Small Cap,153.92,9.48,1.18,0.52,326.039,40.57,11.3766
Orissa Bengal Carrier,,Small Cap,134.82,266.46,1.49,0.0,42.7869793,0.24,1.4507
Sintex Plastics Technology,Chemicals,Small Cap,75.7,0.0,5.43,0.0,0.2190537,-6.67,-3451.8651
Crown Lifters,,Small Cap,169.42,28.4,7.25,0.12,22.4332373,5.73,20.9866
Dhruv Consultancy Services,Construction,Small Cap,126.94,22.79,2.12,0.0,39.5932035,3.69,7.835
Shradha Infraprojects,,Small Cap,131.92,9.69,2.22,1.92,29.3265576,6.72,32.8017
Coral Laboratories,Pharmaceuticals,Small Cap,133.16,14.62,0.77,0.0,481.9078431,25.52,4.5401
Mideast Integrated Steels,Metals & Mining,Small Cap,132.08,0.0,0.44,0.0,21.6010879,-14.17,-58.0739
